color,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0,7.5,0.23,0.32,9.2,0.038,54.0,5.2574953720277815,0.9966,3.04,0.56,9.7,6
1,9.3,0.39,0.4,2.6,0.073,10.0,3.295836866004329,0.9984,3.34,0.75,10.2,6
0,6.4,0.27,0.45,8.3,0.05,52.0,5.2832037287379885,0.9955,3.18,0.48,9.5,5
1,7.4,1.185,0.0,4.25,0.097,5.0,2.70805020110221,0.9966,3.63,0.54,10.7,3
0,7.4,0.16,0.27,15.5,0.05,25.0,4.912654885736052,0.9984,2.9,0.43,8.7,7
1,7.7,0.835,0.0,2.6,0.081,6.0,2.70805020110221,0.9975,3.3,0.52,9.3,5
0,7.8,0.25,0.41,3.7,0.042,37.0,5.0106352940962555,0.9954,3.36,0.45,10.0,6
0,7.1,0.2,0.36,11.6,0.042,45.0,4.8283137373023015,0.997,2.92,0.59,9.5,7
0,7.6,0.16,0.44,1.4,0.043,25.0,4.700480365792417,0.9932,3.11,0.75,10.3,6
0,6.0,0.26,0.32,3.8,0.029,48.0,5.198497031265826,0.99011,3.15,0.34,12.0,6
1,7.0,0.43,0.3,2.0,0.085,6.0,3.6888794541139363,0.99346,3.33,0.46,11.9,6
1,7.5,0.65,0.18,7.0,0.088,27.0,4.553876891600541,0.99915,3.38,0.77,9.4,5
0,7.7,0.3,0.34,1.2,0.048,4.0,4.787491742782046,0.99084,3.18,0.34,12.1,6
1,8.3,0.85,0.14,2.5,0.093,13.0,4.007333185232471,0.99724,3.36,0.54,10.1,5
0,4.4,0.46,0.1,2.8,0.024,31.0,4.718498871295094,0.98816,3.48,0.34,13.1,6
1,6.8,0.47,0.08,2.2,0.064,18.0,3.6635616461296463,0.99553,3.3,0.65,9.6,6
0,5.0,0.33,0.16,1.5,0.049,10.0,4.584967478670572,0.9917,3.48,0.44,10.7,6
0,6.9,0.4,0.17,12.9,0.033,59.0,5.231108616854587,0.99754,3.08,0.49,9.4,5
0,6.2,0.22,0.2,20.8,0.035,58.0,5.220355825078324,1.00022,3.11,0.53,9.0,6
0,6.4,0.5,0.16,12.9,0.042,26.0,4.9344739331306915,0.9974,3.28,0.33,9.0,5
0,7.6,0.31,0.23,12.7,0.054,20.0,4.941642422609304,0.99836,3.16,0.5,9.7,4
0,5.8,0.26,0.3,2.6,0.034,75.0,4.867534450455582,0.9902,3.2,0.38,11.5,4
0,7.2,0.47,0.65,8.3,0.083,27.0,5.209486152841421,0.9964,3.0,0.35,9.2,5
1,10.2,0.44,0.42,2.0,0.071,7.0,3.044522437723423,0.99566,3.14,0.79,11.1,7
0,7.7,0.43,1.0,19.95,0.032,42.0,5.10594547390058,0.99742,3.29,0.5,12.0,6
0,7.0,0.21,0.22,5.1,0.048,38.0,5.1298987149230735,0.9945,3.34,0.49,10.4,6
0,5.1,0.42,0.01,1.5,0.017,25.0,4.634728988229636,0.9894,3.38,0.36,12.3,7
1,9.3,0.32,0.57,2.0,0.074,27.0,4.189654742026425,0.9969,3.28,0.79,10.7,5
0,6.2,0.23,0.36,17.2,0.039,37.0,4.875197323201151,0.99946,3.23,0.43,8.8,6
0,7.0,0.39,0.21,10.7,0.098,13.0,4.5217885770490405,0.99657,3.03,0.47,9.3,5
1,6.0,0.31,0.47,3.6,0.067,18.0,3.7612001156935624,0.99549,3.39,0.66,11.0,6
0,6.4,0.3,0.38,7.8,0.046,35.0,5.262690188904886,0.9955,3.1,0.37,9.0,5
0,7.1,0.43,0.25,2.8,0.036,43.0,4.890349128221754,0.98975,3.21,0.47,13.4,6
0,7.9,0.35,0.28,12.9,0.032,13.0,4.1588830833596715,0.9932,2.99,0.43,13.0,6
1,6.2,0.44,0.39,2.5,0.077,6.0,2.70805020110221,0.99555,3.51,0.69,11.0,6
0,7.2,0.31,0.35,7.2,0.046,45.0,5.187385805840755,0.9955,3.14,0.53,9.7,5
1,7.3,0.33,0.47,2.1,0.077,5.0,2.4849066497880004,0.9958,3.33,0.53,10.3,6
0,6.6,0.21,0.31,11.4,0.039,46.0,5.111987788356544,0.99795,3.41,0.44,9.8,7
0,6.6,0.34,0.28,1.3,0.035,32.0,4.51085950651685,0.9916,3.1,0.42,10.7,6
0,6.4,0.27,0.3,1.6,0.04,19.0,4.465908118654584,0.99089,3.32,0.65,11.5,6
0,7.6,0.3,0.25,4.3,0.054,22.0,4.718498871295094,0.9956,3.12,0.49,9.2,5
0,6.3,0.29,0.29,3.3,0.037,32.0,4.948759890378168,0.9895,3.17,0.36,12.8,7
0,6.8,0.3,0.29,6.2,0.025,29.0,4.564348191467836,0.99071,3.03,0.32,12.9,7
1,6.8,0.56,0.22,1.8,0.074,15.0,3.2188758248682006,0.99438,3.4,0.82,11.2,6
0,6.2,0.36,0.26,13.2,0.051,54.0,5.308267697401205,0.9976,3.25,0.46,9.0,5
0,7.4,0.31,0.48,14.2,0.042,62.0,5.3230099791384085,0.9983,3.06,0.59,9.4,5
0,5.5,0.32,0.45,4.9,0.028,25.0,5.2574953720277815,0.9922,3.51,0.49,11.5,7
1,12.8,0.615,0.66,5.8,0.083,7.0,3.7612001156935624,1.0022,3.07,0.73,10.0,7
1,5.9,0.44,0.0,1.6,0.042,3.0,2.4849066497880004,0.9944,3.48,0.85,11.7,6
0,7.0,0.31,0.31,9.1,0.036,45.0,4.948759890378168,0.99216,2.98,0.31,12.0,7
0,6.4,0.33,0.31,5.5,0.048,42.0,5.159055299214529,0.9951,3.19,0.66,9.3,6
0,6.2,0.23,0.36,17.2,0.039,37.0,4.875197323201151,0.99946,3.23,0.43,8.8,6
0,7.8,0.3,0.29,16.85,0.054,23.0,4.912654885736052,0.9998,3.16,0.38,9.0,6
0,7.5,0.23,0.36,7.0,0.036,43.0,5.087596335232384,0.9938,3.04,0.32,11.0,5
0,6.6,0.42,0.13,12.8,0.044,26.0,5.0689042022202315,0.99772,3.24,0.47,9.0,5
1,6.6,0.66,0.0,3.0,0.115,21.0,3.4657359027997265,0.99629,3.45,0.63,10.3,5
1,8.8,0.955,0.05,1.8,0.075,5.0,2.995732273553991,0.99616,3.3,0.44,9.6,4
1,6.9,0.5,0.04,1.5,0.085,19.0,3.912023005428146,0.9958,3.35,0.78,9.5,5
0,6.2,0.32,0.45,2.9,0.029,37.0,4.553876891600541,0.98998,3.25,0.6,12.4,6
0,6.8,0.2,0.38,4.7,0.04,27.0,4.6443908991413725,0.994,3.37,0.58,10.7,6
0,6.6,0.2,0.38,7.9,0.052,30.0,4.983606621708336,0.9947,3.32,0.56,11.0,7
0,8.7,0.49,0.57,17.8,0.052,34.0,5.497168225293202,1.0007,2.98,0.82,9.0,5
0,7.1,0.18,0.74,15.6,0.044,44.0,5.176149732573829,0.9996,3.38,0.67,9.0,6
1,7.1,0.59,0.0,2.1,0.091,9.0,2.70805020110221,0.99488,3.42,0.55,11.5,7
0,6.8,0.26,0.34,15.1,0.06,42.0,5.093750200806762,0.99705,3.24,0.52,10.5,3
1,7.5,0.53,0.06,2.6,0.086,20.0,3.8066624897703196,0.9965,3.38,0.59,10.7,6
1,7.6,0.35,0.6,2.6,0.073,23.0,3.8066624897703196,0.99656,3.38,0.79,11.1,6
1,8.9,0.4,0.32,5.6,0.087,10.0,3.871201010907891,0.9991,3.38,0.77,10.5,7
0,6.6,0.19,0.43,10.9,0.045,53.0,5.043425116919247,0.99752,3.52,0.77,10.4,6
0,9.2,0.35,0.39,0.9,0.042,15.0,4.127134385045092,0.9924,2.96,0.28,10.4,4
0,7.8,0.28,0.25,3.4,0.024,27.0,4.605170185988092,0.98959,2.98,0.37,13.0,6
0,6.2,0.25,0.25,1.4,0.03,35.0,4.663439094112067,0.9912,3.3,0.44,11.1,7
1,7.3,0.44,0.2,1.6,0.049,24.0,4.174387269895637,0.9935,3.38,0.57,11.7,6
0,6.9,0.2,0.41,1.1,0.06,36.0,4.653960350157523,0.99317,2.99,0.39,9.2,5
0,6.5,0.19,0.34,1.6,0.029,39.0,4.762173934797756,0.98954,3.21,0.68,12.5,6
0,6.8,0.26,0.43,11.75,0.045,53.0,5.293304824724492,0.9969,3.26,0.55,9.5,5
0,8.2,0.28,0.42,1.8,0.031,30.0,4.543294782270004,0.9917,3.09,0.39,11.4,5
0,5.3,0.76,0.03,2.7,0.043,27.0,4.543294782270004,0.9932,3.34,0.38,9.2,5
0,6.0,0.28,0.24,17.8,0.047,42.0,4.718498871295094,0.99896,3.1,0.45,8.9,6
0,7.1,0.23,0.28,1.9,0.046,33.0,4.6443908991413725,0.98997,3.12,0.31,12.0,5
0,5.2,0.24,0.45,3.8,0.027,21.0,4.859812404361672,0.992,3.55,0.49,11.2,8
1,8.1,0.545,0.18,1.9,0.08,13.0,3.58351893845611,0.9972,3.3,0.59,9.0,6
0,7.2,0.2,0.61,16.2,0.043,14.0,4.6443908991413725,0.9987,3.06,0.36,9.2,6
1,11.1,0.39,0.54,2.7,0.095,21.0,4.624972813284271,1.0001,3.13,0.51,9.5,5
0,6.3,0.19,0.32,2.8,0.046,18.0,4.394449154672439,0.99043,2.92,0.47,11.05,6
1,10.6,0.28,0.39,15.5,0.069,6.0,3.1780538303479458,1.0026,3.12,0.66,9.2,5
0,7.2,0.35,0.25,5.6,0.032,23.0,4.795790545596741,0.99334,2.93,0.66,10.3,7
0,7.2,0.33,0.28,1.4,0.034,26.0,4.700480365792417,0.99246,3.28,0.57,10.6,6
0,7.0,0.23,0.32,1.8,0.048,25.0,4.736198448394496,0.9915,3.11,0.47,11.1,6
1,5.1,0.51,0.18,2.1,0.042,16.0,4.624972813284271,0.9924,3.46,0.87,12.9,7
1,6.8,0.915,0.29,4.8,0.07,15.0,3.6888794541139363,0.99577,3.53,0.54,11.1,5
0,8.0,0.22,0.28,14.0,0.053,83.0,5.288267030694535,0.9981,3.14,0.45,9.8,6
1,12.2,0.48,0.54,2.6,0.085,19.0,4.174387269895637,1.0,3.1,0.61,10.5,6
0,6.9,0.41,0.33,10.1,0.043,28.0,5.030437921392435,0.9968,3.2,0.52,9.4,5
1,8.9,0.12,0.45,1.8,0.075,10.0,3.091042453358316,0.99552,3.41,0.76,11.9,7
0,7.2,0.39,0.62,11.0,0.047,66.0,5.187385805840755,0.9976,3.16,0.5,8.7,5
0,6.0,0.23,0.34,1.3,0.025,23.0,4.718498871295094,0.98961,3.36,0.37,12.7,6
0,6.6,0.22,0.29,14.4,0.046,39.0,4.77912349311153,0.99834,3.05,0.5,9.1,6
1,10.0,0.73,0.43,2.3,0.059,15.0,3.4657359027997265,0.9966,3.15,0.57,11.0,5
1,7.5,0.49,0.19,1.9,0.076,10.0,3.8066624897703196,0.9957,3.39,0.54,9.7,5
0,7.3,0.22,0.37,14.3,0.063,48.0,5.2574953720277815,0.9978,2.89,0.38,9.0,6
0,6.5,0.18,0.33,8.0,0.051,16.0,4.882801922586371,0.9965,3.28,0.44,8.7,7
0,8.3,0.26,0.41,9.2,0.042,41.0,5.093750200806762,0.9944,3.1,0.38,12.0,7
0,7.5,0.21,0.68,10.9,0.045,38.0,4.897839799950911,0.9978,3.0,0.36,8.7,5
0,6.9,0.25,0.35,9.2,0.034,42.0,5.017279836814924,0.9947,3.21,0.36,11.5,6
0,8.3,0.14,0.45,1.5,0.039,18.0,4.59511985013459,0.99215,3.02,0.56,11.0,6
0,5.3,0.2,0.31,3.6,0.036,22.0,4.5217885770490405,0.99278,3.41,0.5,9.8,6
0,7.2,0.19,0.27,11.2,0.061,46.0,5.0106352940962555,0.99772,2.99,0.59,9.3,6
0,6.3,0.26,0.24,7.2,0.039,38.0,5.153291594497779,0.9958,3.49,0.64,9.7,6
1,6.9,0.635,0.17,2.4,0.241,6.0,2.9444389791664403,0.9961,3.4,0.59,10.3,6
0,7.0,0.61,0.26,1.7,0.051,25.0,5.087596335232384,0.9946,3.36,0.6,10.6,4
0,6.3,0.27,0.29,12.2,0.044,59.0,5.2832037287379885,0.99782,3.14,0.4,8.8,6
0,7.0,0.22,0.33,2.1,0.052,15.0,4.343805421853684,0.993,3.2,0.41,10.6,6
1,5.6,0.54,0.04,1.7,0.049,5.0,2.6390573296152584,0.9942,3.72,0.58,11.4,5
0,7.2,0.4,0.24,8.5,0.055,45.0,5.0238805208462765,0.99626,3.2,0.52,9.2,5
0,7.9,0.17,0.32,1.6,0.053,47.0,5.017279836814924,0.9948,3.29,0.76,9.6,6
0,6.1,0.18,0.38,2.3,0.033,28.0,4.718498871295094,0.98962,3.16,0.49,12.4,6
0,6.4,0.23,0.35,4.6,0.039,43.0,4.997212273764115,0.99216,3.18,0.4,11.0,7
0,8.7,0.45,0.4,1.5,0.067,17.0,4.61512051684126,0.9957,3.27,0.57,10.1,6
1,10.4,0.61,0.49,2.1,0.2,5.0,2.833213344056216,0.9994,3.16,0.63,8.4,3
0,7.2,0.24,0.3,1.6,0.048,27.0,4.882801922586371,0.9933,3.25,0.45,10.5,5
0,6.4,0.32,0.23,16.2,0.055,36.0,5.176149732573829,0.9986,3.26,0.54,9.1,5
0,6.3,0.48,0.48,1.8,0.035,35.0,4.574710978503383,0.99121,3.49,0.74,12.2,6
0,9.4,0.26,0.53,1.2,0.047,25.0,4.700480365792417,0.9921,3.23,0.28,12.5,6
0,7.4,0.3,0.49,8.2,0.055,49.0,5.241747015059643,0.9974,3.52,0.58,9.7,6
1,9.8,0.5,0.49,2.6,0.25,5.0,3.044522437723423,0.999,3.31,0.79,10.7,6
1,8.2,0.7,0.23,2.0,0.099,14.0,4.406719247264253,0.9973,3.19,0.7,9.4,5
0,7.1,0.25,0.3,2.4,0.042,25.0,4.812184355372417,0.994,3.43,0.61,10.5,6
1,8.8,0.42,0.21,2.5,0.092,33.0,4.48863636973214,0.99823,3.19,0.52,9.2,5
0,6.9,0.28,0.3,8.3,0.026,37.0,4.736198448394496,0.99139,2.99,0.38,12.3,8
0,6.4,0.28,0.23,6.0,0.051,50.0,5.093750200806762,0.994,3.15,0.52,10.2,5
0,5.0,0.29,0.54,5.7,0.035,54.0,5.049856007249537,0.98976,3.27,0.34,12.9,8
0,6.5,0.18,0.41,14.2,0.039,47.0,4.867534450455582,0.99678,3.28,0.72,10.3,7
1,7.8,0.735,0.08,2.4,0.092,10.0,3.7376696182833684,0.9974,3.24,0.71,9.8,6
0,6.4,0.26,0.25,10.7,0.046,66.0,5.19295685089021,0.99606,3.17,0.55,9.9,6
0,6.4,0.17,0.3,2.8,0.034,33.0,4.836281906951478,0.99152,3.03,0.49,10.4,6
0,7.2,0.34,0.3,8.4,0.051,40.0,5.123963979403259,0.99756,3.48,0.62,9.7,5
0,5.7,0.18,0.36,1.2,0.046,9.0,4.276666119016055,0.99199,3.7,0.68,10.9,7
0,8.5,0.17,0.31,1.0,0.024,13.0,4.5217885770490405,0.993,2.79,0.37,10.1,5
0,6.3,0.26,0.25,7.8,0.058,44.0,5.117993812416755,0.9961,3.24,0.41,9.0,5
1,9.0,0.66,0.17,3.0,0.077,5.0,2.6390573296152584,0.9976,3.29,0.55,10.4,5
0,7.1,0.28,0.35,3.5,0.028,35.0,4.5217885770490405,0.99022,2.96,0.33,12.1,5
1,5.6,0.31,0.37,1.4,0.074,12.0,4.574710978503383,0.9954,3.32,0.58,9.2,5
0,6.2,0.37,0.24,6.1,0.032,19.0,4.465908118654584,0.98934,3.04,0.26,13.4,8
1,10.7,0.52,0.38,2.6,0.066,29.0,4.04305126783455,0.99577,3.15,0.79,12.1,7
0,6.5,0.36,0.16,1.3,0.054,11.0,4.68213122712422,0.99398,3.19,0.39,8.5,5
0,6.8,0.19,0.71,17.5,0.042,21.0,4.74493212836325,0.99784,2.85,0.5,9.5,6
1,12.5,0.6,0.49,4.3,0.1,5.0,2.70805020110221,1.001,3.25,0.74,11.9,6
0,6.6,0.32,0.22,16.7,0.046,38.0,4.897839799950911,0.9979,3.22,0.67,10.4,6
1,7.8,0.56,0.19,2.0,0.081,17.0,4.6913478822291435,0.9962,3.32,0.54,9.5,5
0,6.6,0.22,0.23,17.3,0.047,37.0,4.77912349311153,0.99906,3.08,0.46,8.8,6
0,6.2,0.2,0.26,9.7,0.03,39.0,4.634728988229636,0.9908,3.08,0.56,12.9,7
0,6.1,0.24,0.25,1.6,0.044,24.0,4.7535901911063645,0.9921,3.39,0.59,10.9,6
1,8.1,0.66,0.7,2.2,0.098,25.0,4.867534450455582,0.9972,3.08,0.53,9.0,5
0,6.7,0.31,0.18,7.7,0.043,57.0,5.303304908059076,0.99566,3.17,0.44,9.4,6
0,8.8,0.2,0.28,1.1,0.018,18.0,4.290459441148391,0.9926,2.97,0.35,10.4,5
1,7.9,0.72,0.17,2.6,0.096,20.0,3.6635616461296463,0.9978,3.4,0.53,9.5,5
1,11.9,0.39,0.69,2.8,0.095,17.0,3.58351893845611,0.9994,3.1,0.61,10.8,6
0,8.0,0.14,0.33,1.2,0.045,71.0,5.093750200806762,0.9914,3.07,0.47,11.0,6
0,7.1,0.25,0.31,2.3,0.05,32.0,5.056245805348308,0.9914,3.14,0.51,11.4,6
1,9.0,0.46,0.31,2.8,0.093,19.0,4.59511985013459,0.99815,3.32,0.63,9.5,6
0,8.1,0.45,0.34,8.3,0.037,33.0,5.37989735354046,0.9976,3.31,0.64,9.7,5
0,8.0,0.16,0.36,1.5,0.033,14.0,4.812184355372417,0.9941,3.2,0.39,10.3,4
1,8.4,0.37,0.53,1.8,0.413,9.0,3.295836866004329,0.9979,3.06,1.06,9.1,6
0,7.6,0.27,0.32,1.2,0.043,23.0,4.290459441148391,0.99236,3.06,0.68,10.5,5
1,7.2,0.34,0.24,2.0,0.071,30.0,3.970291913552122,0.99576,3.44,0.58,10.1,5
0,6.6,0.62,0.2,8.7,0.046,81.0,5.41610040220442,0.99605,3.17,0.44,9.3,5
0,7.1,0.39,0.79,1.4,0.194,23.0,4.51085950651685,0.99212,3.17,0.46,10.5,6
0,8.3,0.14,0.26,1.5,0.049,56.0,5.247024072160486,0.9946,3.21,0.62,9.5,6
0,6.0,0.2,0.38,1.3,0.034,37.0,4.653960350157523,0.98865,3.11,0.52,12.7,6
1,6.4,0.69,0.0,1.65,0.055,7.0,2.5649493574615367,0.99162,3.47,0.53,12.9,6
1,9.6,0.38,0.31,2.5,0.096,16.0,3.912023005428146,0.9982,3.19,0.7,10.0,7
0,6.2,0.25,0.48,10.0,0.044,78.0,5.484796933490655,0.99655,3.25,0.47,9.5,6
1,9.9,0.5,0.5,13.8,0.205,48.0,4.418840607796598,1.00242,3.16,0.75,8.8,5
0,6.1,0.28,0.25,12.9,0.054,34.0,5.247024072160486,0.9979,3.25,0.43,9.0,4
0,6.6,0.39,0.28,9.2,0.036,10.0,4.532599493153256,0.99206,3.07,0.35,12.1,6
0,6.5,0.26,0.24,10.8,0.042,47.0,4.875197323201151,0.996,3.08,0.4,10.1,6
0,7.2,0.28,0.38,2.0,0.052,23.0,5.056245805348308,0.9912,3.13,0.52,11.1,5
0,6.5,0.27,0.19,6.6,0.045,98.0,5.170483995038151,0.99364,3.16,0.34,10.1,6
0,5.6,0.205,0.16,12.55,0.051,31.0,4.7535901911063645,0.99564,3.4,0.38,10.8,6
1,8.1,0.87,0.0,2.2,0.084,10.0,3.4657359027997265,0.99656,3.25,0.5,9.8,5
0,6.4,0.24,0.22,1.5,0.038,38.0,5.062595033026967,0.9934,3.41,0.55,9.9,6
0,5.7,0.25,0.26,12.5,0.049,52.5,4.795790545596741,0.99691,3.08,0.45,9.4,6
1,7.5,0.755,0.0,1.9,0.084,6.0,2.5649493574615367,0.99672,3.34,0.49,9.7,4
0,6.2,0.35,0.2,18.1,0.069,33.0,5.0689042022202315,0.99908,3.15,0.5,8.8,6
0,5.1,0.23,0.18,1.0,0.053,13.0,4.605170185988092,0.98956,3.22,0.39,11.5,5
0,6.2,0.33,0.27,4.9,0.036,30.0,4.90527477843843,0.9927,3.2,0.42,10.4,7
0,6.8,0.21,0.31,2.9,0.046,40.0,4.804021044733257,0.9913,3.07,0.65,10.9,7
0,6.2,0.35,0.25,18.4,0.051,28.0,5.209486152841421,0.99946,3.13,0.62,9.3,6
1,10.3,0.34,0.52,2.8,0.159,15.0,4.330733340286331,0.9998,3.18,0.64,9.4,5
0,5.9,0.26,0.4,1.3,0.047,12.0,4.941642422609304,0.9945,3.45,0.53,10.4,5
1,6.1,0.58,0.23,2.5,0.044,16.0,4.2626798770413155,0.99352,3.46,0.65,12.5,6
0,8.6,0.34,0.36,1.4,0.045,11.0,4.787491742782046,0.99556,3.17,0.47,9.4,4
0,7.0,0.13,0.37,12.85,0.042,36.0,4.663439094112067,0.99581,3.05,0.55,10.7,6
0,6.2,0.3,0.42,2.2,0.036,28.0,4.859812404361672,0.9901,3.13,0.38,11.6,6
1,6.4,0.37,0.25,1.9,0.074,21.0,3.912023005428146,0.9974,3.57,0.62,9.8,6
0,6.9,0.34,0.3,4.7,0.029,34.0,5.003946305945459,0.99165,3.36,0.49,12.3,7
0,5.6,0.185,0.49,1.1,0.03,28.0,4.770684624465665,0.9918,3.55,0.45,10.3,6
1,7.3,0.38,0.21,2.0,0.08,7.0,3.58351893845611,0.9961,3.33,0.47,9.5,5
0,6.5,0.22,0.25,17.1,0.05,44.0,4.9344739331306915,1.0001,3.3,0.37,8.8,5
0,5.9,0.21,0.31,1.8,0.033,45.0,4.962844630259907,0.98984,3.35,0.5,12.7,6
0,7.0,0.16,0.36,2.6,0.029,28.0,4.59511985013459,0.99126,3.11,0.37,11.2,7
0,7.1,0.43,0.3,6.6,0.025,15.0,4.9344739331306915,0.99126,3.18,0.46,12.6,6
0,5.9,0.37,0.14,6.3,0.036,34.0,5.225746673713202,0.9944,3.17,0.63,9.8,5
0,6.3,0.17,0.32,1.0,0.04,39.0,4.77912349311153,0.98886,3.31,0.4,13.1,8
0,6.7,0.15,0.32,7.9,0.034,17.0,4.406719247264253,0.99512,3.29,0.31,10.0,6
0,6.8,0.29,0.32,1.8,0.032,18.0,4.875197323201151,0.99095,3.05,0.62,11.2,6
0,6.9,0.3,0.33,4.1,0.035,26.0,5.049856007249537,0.9925,3.25,0.79,12.3,8
1,9.0,0.785,0.24,1.7,0.078,10.0,3.091042453358316,0.99692,3.29,0.67,10.0,5
0,6.5,0.32,0.48,8.0,0.026,18.0,4.48863636973214,0.99144,3.22,0.79,12.7,4
0,5.3,0.36,0.27,6.3,0.028,40.0,4.890349128221754,0.99186,3.37,0.4,11.6,6
0,5.7,0.2,0.3,2.5,0.046,38.0,4.836281906951478,0.99276,3.34,0.5,9.9,6
0,6.7,0.36,0.26,7.9,0.034,39.0,4.820281565605037,0.99119,2.99,0.3,12.2,7
0,7.0,0.47,0.07,1.1,0.035,17.0,5.0238805208462765,0.991,3.02,0.34,10.5,5
1,10.0,0.59,0.31,2.2,0.09,26.0,4.143134726391533,0.9994,3.18,0.63,10.2,6
1,6.8,0.64,0.1,2.1,0.085,18.0,4.624972813284271,0.9956,3.34,0.52,10.2,5
0,6.0,0.22,0.28,1.1,0.034,47.0,4.51085950651685,0.98862,3.22,0.38,12.6,6
0,7.6,0.17,0.46,0.9,0.036,63.0,4.997212273764115,0.99126,3.02,0.41,10.7,6
0,8.0,0.37,0.32,1.6,0.04,32.0,5.117993812416755,0.992,3.0,0.55,11.3,7
0,7.6,0.39,0.32,3.6,0.035,22.0,4.543294782270004,0.99144,3.08,0.6,12.5,7
1,8.1,0.575,0.22,2.1,0.077,12.0,4.189654742026425,0.9967,3.29,0.51,9.2,5
0,6.9,0.44,0.42,8.5,0.048,10.0,4.997212273764115,0.9974,3.32,0.46,9.5,6
0,7.3,0.16,0.35,1.5,0.036,29.0,4.6913478822291435,0.99342,3.27,0.51,10.2,6
0,6.7,0.12,0.3,5.2,0.048,38.0,4.736198448394496,0.99352,3.33,0.44,10.1,7
0,7.2,0.18,0.41,1.2,0.048,41.0,4.584967478670572,0.9919,3.14,0.45,10.4,5
0,7.3,0.17,0.36,8.2,0.028,44.0,4.718498871295094,0.99272,3.14,0.41,12.4,6
0,6.3,0.24,0.74,1.4,0.172,24.0,4.6913478822291435,0.9932,3.27,0.39,9.9,6
0,7.4,0.2,0.36,1.2,0.038,44.0,4.718498871295094,0.9926,3.36,0.34,9.9,6
1,7.5,0.6,0.03,1.8,0.095,25.0,4.605170185988092,0.995,3.35,0.54,10.1,5
0,3.9,0.225,0.4,4.2,0.03,29.0,4.77912349311153,0.989,3.57,0.36,12.8,8
1,6.2,0.46,0.29,2.1,0.074,32.0,4.59511985013459,0.99578,3.33,0.62,9.8,5
0,6.3,0.4,0.24,5.1,0.036,43.0,4.882801922586371,0.99186,3.24,0.44,11.3,6
0,7.2,0.22,0.49,1.0,0.045,34.0,4.948759890378168,0.99,3.05,0.34,12.7,6
0,6.8,0.39,0.34,7.4,0.02,38.0,4.897839799950911,0.99212,3.18,0.44,12.0,7
0,7.8,0.26,0.49,3.2,0.027,28.0,4.477336814478207,0.9919,3.03,0.32,11.3,7
0,6.5,0.36,0.28,3.2,0.037,29.0,4.787491742782046,0.9908,3.25,0.65,12.4,8
0,6.6,0.21,0.49,18.15,0.042,41.0,5.0689042022202315,0.9997,3.28,0.39,8.7,6
0,7.0,0.32,0.27,7.1,0.027,37.0,4.812184355372417,0.99165,3.15,0.6,12.6,7
0,6.5,0.19,0.3,0.8,0.043,33.0,4.976733742420574,0.9936,3.42,0.39,9.1,6
0,7.7,0.46,0.18,3.3,0.054,18.0,4.969813299576001,0.99392,3.12,0.51,10.8,6
0,7.6,0.29,0.29,4.4,0.051,26.0,4.990432586778736,0.9939,3.16,0.39,10.2,5
1,7.4,0.29,0.38,1.7,0.062,9.0,3.4339872044851463,0.9968,3.41,0.53,9.5,6
0,7.1,0.38,0.29,13.6,0.041,30.0,4.927253685157205,0.99461,3.02,0.96,12.1,6
0,7.0,0.24,0.36,4.9,0.083,10.0,4.897839799950911,0.9942,3.33,0.37,10.8,6
0,8.4,0.2,0.38,11.8,0.055,51.0,5.14166355650266,1.0004,3.34,0.82,8.9,6
1,10.7,0.35,0.53,2.6,0.07,5.0,2.833213344056216,0.9972,3.15,0.65,11.0,8
1,12.8,0.3,0.74,2.6,0.095,9.0,3.367295829986474,0.9994,3.2,0.77,10.8,7
1,10.2,0.54,0.37,15.4,0.214,55.0,4.564348191467836,1.00369,3.18,0.77,9.0,6
1,8.0,0.25,0.43,1.7,0.067,22.0,3.9318256327243257,0.9946,3.38,0.6,11.9,6
1,6.8,0.56,0.22,1.8,0.074,15.0,3.2188758248682006,0.99438,3.4,0.82,11.2,6
1,10.3,0.53,0.48,2.5,0.063,6.0,3.258096538021482,0.9998,3.12,0.59,9.3,6
0,5.9,0.21,0.28,4.6,0.053,40.0,5.298317366548036,0.9964,3.72,0.7,10.0,4
0,5.7,0.25,0.26,12.5,0.049,52.5,4.672828834461906,0.99691,3.08,0.45,9.4,6
0,7.0,0.3,0.38,14.9,0.032,60.0,5.204006687076795,0.9983,3.18,0.61,9.3,7
0,7.9,0.22,0.49,3.8,0.042,26.0,4.663439094112067,0.993,3.1,0.39,10.5,5
1,6.6,0.56,0.14,2.4,0.064,13.0,3.4011973816621555,0.99397,3.42,0.62,11.7,7
1,7.1,0.685,0.35,2.0,0.088,9.0,4.532599493153256,0.9963,3.28,0.62,9.4,5
0,6.7,0.21,0.32,5.4,0.047,29.0,4.948759890378168,0.995,3.39,0.46,9.7,6
0,6.6,0.085,0.33,1.4,0.036,17.0,4.700480365792417,0.99306,3.27,0.61,9.5,6
0,6.7,0.31,0.33,2.0,0.033,12.0,4.31748811353631,0.99064,3.29,0.65,12.5,6
0,6.0,0.28,0.52,6.2,0.028,37.0,4.653960350157523,0.99161,3.28,0.51,11.8,7
0,6.6,0.33,0.24,16.05,0.045,31.0,4.997212273764115,0.99822,3.08,0.52,9.2,5
